"cds_id","gene","locus_tag","protein","protein_id"
"lcl_NZ_CP166677.1_cds_WP_054021825.1_2328",NA,"ABFT21_RS11760","CoA transferase subunit A","WP_054021825.1"
"lcl_NZ_CP166677.1_cds_WP_054021824.1_2329",NA,"ABFT21_RS11765","CaiB/BaiF CoA transferase family protein","WP_054021824.1"
"lcl_NZ_CP166677.1_cds_WP_054021823.1_2330",NA,"ABFT21_RS11770","Bug family tripartite tricarboxylate transporter substrate binding protein","WP_054021823.1"
"lcl_NZ_CP166677.1_cds_WP_054021822.1_2331",NA,"ABFT21_RS11775","MBL fold metallo-hydrolase","WP_054021822.1"
"lcl_NZ_CP166677.1_cds_WP_463938098.1_2332",NA,"ABFT21_RS11780","propionate--CoA ligase","WP_463938098.1"
"lcl_NZ_CP166677.1_cds_WP_054021997.1_2333",NA,"ABFT21_RS11785","SDR family oxidoreductase","WP_054021997.1"
"lcl_NZ_CP166677.1_cds_WP_054021998.1_2334",NA,"ABFT21_RS11790","enoyl-CoA hydratase/isomerase family protein","WP_054021998.1"
"lcl_NZ_CP166677.1_cds_WP_054021999.1_2335",NA,"ABFT21_RS11795","Zn-ribbon domain-containing OB-fold protein","WP_054021999.1"
"lcl_NZ_CP166677.1_cds_WP_054022000.1_2336",NA,"ABFT21_RS11800","thiolase domain-containing protein","WP_054022000.1"
"lcl_NZ_CP166677.1_cds_WP_054022001.1_2337",NA,"ABFT21_RS11805","SDR family NAD(P)-dependent oxidoreductase","WP_054022001.1"
"lcl_NZ_CP166677.1_cds_WP_054022002.1_2338",NA,"ABFT21_RS11810","phosphotransferase","WP_054022002.1"
"lcl_NZ_CP166677.1_cds_WP_054022003.1_2339",NA,"ABFT21_RS11815","DUF7064 domain-containing protein","WP_054022003.1"
"lcl_NZ_CP166677.1_cds_WP_054022004.1_2340",NA,"ABFT21_RS11820","enoyl-CoA hydratase/isomerase family protein","WP_054022004.1"
"lcl_NZ_CP166677.1_cds_WP_054022005.1_2341",NA,"ABFT21_RS11825","MaoC/PaaZ C-terminal domain-containing protein","WP_054022005.1"
"lcl_NZ_CP166677.1_cds_WP_054022006.1_2342",NA,"ABFT21_RS11830","NADPH:quinone oxidoreductase family protein","WP_054022006.1"
"lcl_NZ_CP166677.1_cds_WP_054022007.1_2343",NA,"ABFT21_RS11835","enoyl-CoA hydratase-related protein","WP_054022007.1"
"lcl_NZ_CP166677.1_cds_WP_054022008.1_2344",NA,"ABFT21_RS11840","enoyl-CoA hydratase/isomerase family protein","WP_054022008.1"
"lcl_NZ_CP166677.1_cds_WP_082368562.1_2345",NA,"ABFT21_RS11845","Bug family tripartite tricarboxylate transporter substrate binding protein","WP_082368562.1"
"lcl_NZ_CP166677.1_cds_WP_480339088.1_2346",NA,"ABFT21_RS11850","CoA transferase","WP_480339088.1"
"lcl_NZ_CP166677.1_cds_WP_054022011.1_2347",NA,"ABFT21_RS11855","CaiB/BaiF CoA transferase family protein","WP_054022011.1"
"lcl_NZ_CP166677.1_cds_WP_054022012.1_2348",NA,"ABFT21_RS11860","acyl-CoA dehydrogenase family protein","WP_054022012.1"
"lcl_NZ_CP166677.1_cds_WP_054022013.1_2349",NA,"ABFT21_RS11865","hypothetical protein","WP_054022013.1"
"lcl_NZ_CP166677.1_cds_WP_054022014.1_2350",NA,"ABFT21_RS11870","Bug family tripartite tricarboxylate transporter substrate binding protein","WP_054022014.1"
"lcl_NZ_CP166677.1_cds_WP_054022015.1_2351",NA,"ABFT21_RS11875","NAD(P)H-dependent flavin oxidoreductase","WP_054022015.1"
"lcl_NZ_CP166677.1_cds_ABFT21_RS11880_2352",NA,"ABFT21_RS11880","tyrosine-protein phosphatase",NA
"lcl_NZ_CP166677.1_cds_WP_054022016.1_2353",NA,"ABFT21_RS11885","tyrosine-protein phosphatase","WP_054022016.1"
"lcl_NZ_CP166677.1_cds_WP_054022017.1_2354",NA,"ABFT21_RS11890","NADPH:quinone oxidoreductase family protein","WP_054022017.1"
"lcl_NZ_CP166677.1_cds_WP_054022018.1_2355",NA,"ABFT21_RS11895","AMP-binding protein","WP_054022018.1"
"lcl_NZ_CP166677.1_cds_WP_054022019.1_2356",NA,"ABFT21_RS11900","SDR family oxidoreductase","WP_054022019.1"
"lcl_NZ_CP166677.1_cds_WP_054022020.1_2357",NA,"ABFT21_RS11905","acetyl-CoA C-acetyltransferase","WP_054022020.1"
"lcl_NZ_CP166677.1_cds_WP_259375178.1_2358",NA,"ABFT21_RS11910","3-hydroxyacyl-CoA dehydrogenase NAD-binding domain-containing protein","WP_259375178.1"
"lcl_NZ_CP166677.1_cds_WP_054022021.1_2359",NA,"ABFT21_RS11915","NAD(P)H-dependent flavin oxidoreductase","WP_054022021.1"
"lcl_NZ_CP166677.1_cds_WP_054022022.1_2360",NA,"ABFT21_RS11920","CaiB/BaiF CoA transferase family protein","WP_054022022.1"
"lcl_NZ_CP166677.1_cds_WP_054022023.1_2361",NA,"ABFT21_RS11925","Bug family tripartite tricarboxylate transporter substrate binding protein","WP_054022023.1"
"lcl_NZ_CP166677.1_cds_WP_054022024.1_2362",NA,"ABFT21_RS11930","DUF6285 domain-containing protein","WP_054022024.1"
"lcl_NZ_CP166677.1_cds_WP_054022025.1_2363",NA,"ABFT21_RS11935","phosphotransferase family protein","WP_054022025.1"
"lcl_NZ_CP166677.1_cds_WP_054022026.1_2364",NA,"ABFT21_RS11940","acyl-CoA synthetase","WP_054022026.1"
"lcl_NZ_CP166677.1_cds_WP_054022027.1_2365",NA,"ABFT21_RS11945","CaiB/BaiF CoA transferase family protein","WP_054022027.1"
"lcl_NZ_CP166677.1_cds_WP_054022028.1_2366",NA,"ABFT21_RS11950","FadR/GntR family transcriptional regulator","WP_054022028.1"
"lcl_NZ_CP166677.1_cds_WP_054022029.1_2367",NA,"ABFT21_RS11955","hotdog family protein","WP_054022029.1"
"lcl_NZ_CP166677.1_cds_WP_463938100.1_2368",NA,"ABFT21_RS11960","electron transfer flavoprotein subunit alpha/FixB family protein","WP_463938100.1"
"lcl_NZ_CP166677.1_cds_WP_463938101.1_2369",NA,"ABFT21_RS11965","electron transfer flavoprotein subunit beta/FixA family protein","WP_463938101.1"
"lcl_NZ_CP166677.1_cds_WP_054021090.1_2370",NA,"ABFT21_RS11970","nitronate monooxygenase","WP_054021090.1"
"lcl_NZ_CP166677.1_cds_WP_054021091.1_2371",NA,"ABFT21_RS11975","acyl-CoA synthetase","WP_054021091.1"
"lcl_NZ_CP166677.1_cds_WP_054021092.1_2372",NA,"ABFT21_RS11980","SDR family NAD(P)-dependent oxidoreductase","WP_054021092.1"
"lcl_NZ_CP166677.1_cds_WP_054021093.1_2373",NA,"ABFT21_RS11985","acyl-CoA dehydrogenase family protein","WP_054021093.1"
"lcl_NZ_CP166677.1_cds_WP_231638169.1_2374",NA,"ABFT21_RS11990","phosphotransferase family protein","WP_231638169.1"
"lcl_NZ_CP166677.1_cds_WP_054021095.1_2375",NA,"ABFT21_RS11995","Bug family tripartite tricarboxylate transporter substrate binding protein","WP_054021095.1"
"lcl_NZ_CP166677.1_cds_WP_054021096.1_2376",NA,"ABFT21_RS12000","helix-turn-helix domain-containing protein","WP_054021096.1"
"lcl_NZ_CP166677.1_cds_WP_054021097.1_2377",NA,"ABFT21_RS12005","PaaI family thioesterase","WP_054021097.1"
"lcl_NZ_CP166677.1_cds_WP_197284685.1_2378",NA,"ABFT21_RS12010","enoyl-CoA hydratase-related protein","WP_197284685.1"
"lcl_NZ_CP166677.1_cds_WP_054021098.1_2379",NA,"ABFT21_RS12015","tripartite tricarboxylate transporter substrate binding protein","WP_054021098.1"
"lcl_NZ_CP166677.1_cds_WP_054021099.1_2380",NA,"ABFT21_RS12020","tripartite tricarboxylate transporter substrate binding protein","WP_054021099.1"
"lcl_NZ_CP166677.1_cds_WP_231638170.1_2381",NA,"ABFT21_RS12025","Zn-ribbon domain-containing OB-fold protein","WP_231638170.1"
"lcl_NZ_CP166677.1_cds_WP_054021100.1_2382",NA,"ABFT21_RS12030","thiolase C-terminal domain-containing protein","WP_054021100.1"
"lcl_NZ_CP166677.1_cds_WP_231638171.1_2383",NA,"ABFT21_RS12035","CaiB/BaiF CoA transferase family protein","WP_231638171.1"
"lcl_NZ_CP166677.1_cds_WP_054021101.1_2384",NA,"ABFT21_RS12040","Bug family tripartite tricarboxylate transporter substrate binding protein","WP_054021101.1"
"lcl_NZ_CP166677.1_cds_WP_054021102.1_2385",NA,"ABFT21_RS12045","FadR/GntR family transcriptional regulator","WP_054021102.1"
"lcl_NZ_CP166677.1_cds_WP_197284686.1_2386",NA,"ABFT21_RS12050","PDR/VanB family oxidoreductase","WP_197284686.1"
"lcl_NZ_CP166677.1_cds_WP_054021103.1_2387",NA,"ABFT21_RS12055","Rieske 2Fe-2S domain-containing protein","WP_054021103.1"
"lcl_NZ_CP166677.1_cds_WP_054021104.1_2388",NA,"ABFT21_RS12060","hypothetical protein","WP_054021104.1"
"lcl_NZ_CP166677.1_cds_WP_054021105.1_2389",NA,"ABFT21_RS12065","alpha/beta fold hydrolase","WP_054021105.1"
"lcl_NZ_CP166677.1_cds_WP_054021106.1_2390",NA,"ABFT21_RS12070","serine hydroxymethyltransferase","WP_054021106.1"
"lcl_NZ_CP166677.1_cds_WP_054021107.1_2391",NA,"ABFT21_RS12075","ATP-binding protein","WP_054021107.1"
"lcl_NZ_CP166677.1_cds_WP_054021108.1_2392",NA,"ABFT21_RS12080","GDSL-type esterase/lipase family protein","WP_054021108.1"
"lcl_NZ_CP166677.1_cds_WP_054021109.1_2393",NA,"ABFT21_RS12085","Crp/Fnr family transcriptional regulator","WP_054021109.1"
"lcl_NZ_CP166677.1_cds_WP_054021110.1_2394",NA,"ABFT21_RS12090","helix-turn-helix transcriptional regulator","WP_054021110.1"
"lcl_NZ_CP166677.1_cds_WP_054021111.1_2395",NA,"ABFT21_RS12095","restriction endonuclease","WP_054021111.1"
"lcl_NZ_CP166677.1_cds_WP_054021112.1_2396",NA,"ABFT21_RS12100","late competence development ComFB family protein","WP_054021112.1"
"lcl_NZ_CP166677.1_cds_WP_054021113.1_2397","nadC","ABFT21_RS12105","carboxylating nicotinate-nucleotide diphosphorylase","WP_054021113.1"
"lcl_NZ_CP166677.1_cds_WP_054021114.1_2398","nadA","ABFT21_RS12110","quinolinate synthase NadA","WP_054021114.1"
"lcl_NZ_CP166677.1_cds_WP_082368417.1_2399",NA,"ABFT21_RS12115","AraC family transcriptional regulator","WP_082368417.1"
"lcl_NZ_CP166677.1_cds_WP_054021116.1_2400",NA,"ABFT21_RS12120","MFS transporter","WP_054021116.1"
"lcl_NZ_CP166677.1_cds_WP_082368418.1_2401",NA,"ABFT21_RS12125","thiamine pyrophosphate-binding protein","WP_082368418.1"
"lcl_NZ_CP166677.1_cds_WP_054021117.1_2402",NA,"ABFT21_RS12130","cation:proton antiporter domain-containing protein","WP_054021117.1"
"lcl_NZ_CP166677.1_cds_WP_054021118.1_2403","phhA","ABFT21_RS12135","phenylalanine 4-monooxygenase","WP_054021118.1"
"lcl_NZ_CP166677.1_cds_WP_054021119.1_2404",NA,"ABFT21_RS12140","4a-hydroxytetrahydrobiopterin dehydratase","WP_054021119.1"
"lcl_NZ_CP166677.1_cds_WP_054021120.1_2405","hppD","ABFT21_RS12145","4-hydroxyphenylpyruvate dioxygenase","WP_054021120.1"
"lcl_NZ_CP166677.1_cds_WP_054021121.1_2406",NA,"ABFT21_RS12150","Lrp/AsnC family transcriptional regulator","WP_054021121.1"
"lcl_NZ_CP166677.1_cds_WP_054021122.1_2407",NA,"ABFT21_RS12155","META domain-containing protein","WP_054021122.1"
"lcl_NZ_CP166677.1_cds_WP_082368419.1_2408",NA,"ABFT21_RS12160","EamA family transporter","WP_082368419.1"
"lcl_NZ_CP166677.1_cds_WP_082368420.1_2409","rraA","ABFT21_RS12165","ribonuclease E activity regulator RraA","WP_082368420.1"
"lcl_NZ_CP166677.1_cds_WP_054021125.1_2410","wrbA","ABFT21_RS12170","NAD(P)H:quinone oxidoreductase","WP_054021125.1"
"lcl_NZ_CP166677.1_cds_WP_054021126.1_2411",NA,"ABFT21_RS12175","chemotaxis protein CheW","WP_054021126.1"
"lcl_NZ_CP166677.1_cds_WP_054021127.1_2412","serB","ABFT21_RS12180","phosphoserine phosphatase SerB","WP_054021127.1"
"lcl_NZ_CP166677.1_cds_WP_054021128.1_2413","mfd","ABFT21_RS12185","transcription-repair coupling factor","WP_054021128.1"
"lcl_NZ_CP166677.1_cds_WP_054021129.1_2414","ispD","ABFT21_RS12190","2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase","WP_054021129.1"
"lcl_NZ_CP166677.1_cds_WP_054021130.1_2415","ispF","ABFT21_RS12195","2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase","WP_054021130.1"
"lcl_NZ_CP166677.1_cds_WP_054021131.1_2416",NA,"ABFT21_RS12200","sensor histidine kinase","WP_054021131.1"
"lcl_NZ_CP166677.1_cds_WP_054021132.1_2417","ompR","ABFT21_RS12205","osmolarity response regulator transcription factor OmpR","WP_054021132.1"
"lcl_NZ_CP166677.1_cds_WP_082368421.1_2418",NA,"ABFT21_RS12210","SIMPL domain-containing protein","WP_082368421.1"
"lcl_NZ_CP166677.1_cds_WP_054021133.1_2419",NA,"ABFT21_RS12215","3-hydroxybutyrate dehydrogenase","WP_054021133.1"
"lcl_NZ_CP166677.1_cds_WP_054021134.1_2420",NA,"ABFT21_RS12220","alpha/beta fold hydrolase","WP_054021134.1"
"lcl_NZ_CP166677.1_cds_WP_054021135.1_2421",NA,"ABFT21_RS12225","RelA/SpoT family protein","WP_054021135.1"
"lcl_NZ_CP166677.1_cds_WP_054021136.1_2422",NA,"ABFT21_RS12235","hypothetical protein","WP_054021136.1"
"lcl_NZ_CP166677.1_cds_WP_054021137.1_2423",NA,"ABFT21_RS12240","acetyl-CoA C-acyltransferase family protein","WP_054021137.1"
"lcl_NZ_CP166677.1_cds_WP_054021138.1_2424",NA,"ABFT21_RS12245","LysR family transcriptional regulator","WP_054021138.1"
"lcl_NZ_CP166677.1_cds_WP_054021139.1_2425",NA,"ABFT21_RS12250","hypothetical protein","WP_054021139.1"
"lcl_NZ_CP166677.1_cds_WP_054021140.1_2426",NA,"ABFT21_RS12255","response regulator","WP_054021140.1"
"lcl_NZ_CP166677.1_cds_WP_480339099.1_2427",NA,"ABFT21_RS12260","ATP-binding protein","WP_480339099.1"
"lcl_NZ_CP166677.1_cds_WP_054021142.1_2428",NA,"ABFT21_RS12265","high-potential iron-sulfur protein","WP_054021142.1"
"lcl_NZ_CP166677.1_cds_WP_054021143.1_2429",NA,"ABFT21_RS12270","HpcH/HpaI aldolase/citrate lyase family protein","WP_054021143.1"
"lcl_NZ_CP166677.1_cds_WP_082368422.1_2430",NA,"ABFT21_RS12275","MmgE/PrpD family protein","WP_082368422.1"
"lcl_NZ_CP166677.1_cds_WP_054021144.1_2431",NA,"ABFT21_RS12280","CaiB/BaiF CoA transferase family protein","WP_054021144.1"
"lcl_NZ_CP166677.1_cds_WP_054021145.1_2432",NA,"ABFT21_RS12285","acyl-CoA dehydrogenase family protein","WP_054021145.1"
"lcl_NZ_CP166677.1_cds_WP_054021146.1_2433",NA,"ABFT21_RS12290","HTD2 family dehydratase","WP_054021146.1"
"lcl_NZ_CP166677.1_cds_WP_054021147.1_2434",NA,"ABFT21_RS12295","CoA transferase","WP_054021147.1"
"lcl_NZ_CP166677.1_cds_WP_054021148.1_2435",NA,"ABFT21_RS12300","EthD family reductase","WP_054021148.1"
"lcl_NZ_CP166677.1_cds_WP_463938102.1_2436",NA,"ABFT21_RS12305","GNAT family N-acetyltransferase","WP_463938102.1"
"lcl_NZ_CP166677.1_cds_WP_157549407.1_2437",NA,"ABFT21_RS12310","hypothetical protein","WP_157549407.1"
"lcl_NZ_CP166677.1_cds_WP_082368743.1_2438",NA,"ABFT21_RS12315","HNH endonuclease","WP_082368743.1"
"lcl_NZ_CP166677.1_cds_ABFT21_RS12320_2439",NA,"ABFT21_RS12320","IS5 family transposase",NA
"lcl_NZ_CP166677.1_cds_WP_157549341.1_2440","ltrA","ABFT21_RS12325","group II intron reverse transcriptase/maturase","WP_157549341.1"
"lcl_NZ_CP166677.1_cds_ABFT21_RS12330_2441",NA,"ABFT21_RS12330","IS5 family transposase",NA
"lcl_NZ_CP166677.1_cds_WP_157549377.1_2442",NA,"ABFT21_RS12335","hypothetical protein","WP_157549377.1"
"lcl_NZ_CP166677.1_cds_WP_054022780.1_2443",NA,"ABFT21_RS12340","putative phage abortive infection protein","WP_054022780.1"
"lcl_NZ_CP166677.1_cds_WP_463938036.1_2444",NA,"ABFT21_RS12345","IS1634 family transposase","WP_463938036.1"
"lcl_NZ_CP166677.1_cds_ABFT21_RS12350_2445",NA,"ABFT21_RS12350","IS110 family transposase",NA
"lcl_NZ_CP166677.1_cds_WP_463938103.1_2446",NA,"ABFT21_RS12355","GNAT family N-acetyltransferase","WP_463938103.1"
"lcl_NZ_CP166677.1_cds_WP_054022891.1_2447",NA,"ABFT21_RS12360","PIN domain-containing protein","WP_054022891.1"
"lcl_NZ_CP166677.1_cds_WP_082368756.1_2448",NA,"ABFT21_RS12365","helix-turn-helix domain-containing protein","WP_082368756.1"
"lcl_NZ_CP166677.1_cds_WP_197284824.1_2449",NA,"ABFT21_RS12370","hypothetical protein","WP_197284824.1"
"lcl_NZ_CP166677.1_cds_WP_231638266.1_2450",NA,"ABFT21_RS12375","hypothetical protein","WP_231638266.1"
"lcl_NZ_CP166677.1_cds_WP_157549341.1_2451","ltrA","ABFT21_RS12380","group II intron reverse transcriptase/maturase","WP_157549341.1"
"lcl_NZ_CP166677.1_cds_ABFT21_RS12385_2452",NA,"ABFT21_RS12385","IS5 family transposase",NA
"lcl_NZ_CP166677.1_cds_WP_157549344.1_2453",NA,"ABFT21_RS12390","hypothetical protein","WP_157549344.1"
"lcl_NZ_CP166677.1_cds_WP_157549347.1_2454",NA,"ABFT21_RS12395","hypothetical protein","WP_157549347.1"
"lcl_NZ_CP166677.1_cds_WP_054022658.1_2455",NA,"ABFT21_RS12400","NAD(P)H-dependent oxidoreductase","WP_054022658.1"
"lcl_NZ_CP166677.1_cds_WP_054022659.1_2456",NA,"ABFT21_RS12405","phytanoyl-CoA dioxygenase family protein","WP_054022659.1"
"lcl_NZ_CP166677.1_cds_WP_054022660.1_2457",NA,"ABFT21_RS12410","GntR family transcriptional regulator","WP_054022660.1"
"lcl_NZ_CP166677.1_cds_WP_054022661.1_2458",NA,"ABFT21_RS12415","MipA/OmpV family protein","WP_054022661.1"
"lcl_NZ_CP166677.1_cds_WP_157549350.1_2459",NA,"ABFT21_RS12420","hypothetical protein","WP_157549350.1"
"lcl_NZ_CP166677.1_cds_WP_054022662.1_2460",NA,"ABFT21_RS12425","hydrogenase small subunit","WP_054022662.1"
"lcl_NZ_CP166677.1_cds_WP_054022663.1_2461",NA,"ABFT21_RS12430","nickel-dependent hydrogenase large subunit","WP_054022663.1"
"lcl_NZ_CP166677.1_cds_WP_054022664.1_2462","cybH","ABFT21_RS12435","Ni/Fe-hydrogenase, b-type cytochrome subunit","WP_054022664.1"
"lcl_NZ_CP166677.1_cds_WP_082368686.1_2463",NA,"ABFT21_RS12440","HigA family addiction module antitoxin","WP_082368686.1"
"lcl_NZ_CP166677.1_cds_WP_082368687.1_2464",NA,"ABFT21_RS12445","HyaD/HybD family hydrogenase maturation endopeptidase","WP_082368687.1"
"lcl_NZ_CP166677.1_cds_WP_054022665.1_2465",NA,"ABFT21_RS12450","HypC/HybG/HupF family hydrogenase formation chaperone","WP_054022665.1"
"lcl_NZ_CP166677.1_cds_WP_054022666.1_2466",NA,"ABFT21_RS12455","thioredoxin domain-containing protein","WP_054022666.1"
"lcl_NZ_CP166677.1_cds_WP_054022667.1_2467",NA,"ABFT21_RS12460","hydrogenase expression/formation protein","WP_054022667.1"
"lcl_NZ_CP166677.1_cds_WP_054022668.1_2468",NA,"ABFT21_RS12465","rubredoxin","WP_054022668.1"
"lcl_NZ_CP166677.1_cds_WP_054022669.1_2469","hybE","ABFT21_RS12470","[NiFe","WP_054022669.1"
"lcl_NZ_CP166677.1_cds_WP_054022670.1_2470",NA,"ABFT21_RS12475","hypothetical protein","WP_054022670.1"
"lcl_NZ_CP166677.1_cds_WP_054022671.1_2471","hypA","ABFT21_RS12480","hydrogenase maturation nickel metallochaperone HypA","WP_054022671.1"
"lcl_NZ_CP166677.1_cds_WP_054022672.1_2472","hypB","ABFT21_RS12485","hydrogenase nickel incorporation protein HypB","WP_054022672.1"
"lcl_NZ_CP166677.1_cds_WP_197284793.1_2473",NA,"ABFT21_RS12490","Kae1-like domain-containing protein","WP_197284793.1"
"lcl_NZ_CP166677.1_cds_WP_054022673.1_2474",NA,"ABFT21_RS12495","HypC/HybG/HupF family hydrogenase formation chaperone","WP_054022673.1"
"lcl_NZ_CP166677.1_cds_WP_054022674.1_2475","hypD","ABFT21_RS12500","hydrogenase formation protein HypD","WP_054022674.1"
"lcl_NZ_CP166677.1_cds_WP_054022675.1_2476","hypE","ABFT21_RS12505","hydrogenase expression/formation protein HypE","WP_054022675.1"
"lcl_NZ_CP166677.1_cds_WP_082368688.1_2477",NA,"ABFT21_RS12510","sigma-54-dependent transcriptional regulator","WP_082368688.1"
"lcl_NZ_CP166677.1_cds_WP_082368689.1_2478",NA,"ABFT21_RS12515","NADH-quinone oxidoreductase subunit B family protein","WP_082368689.1"
"lcl_NZ_CP166677.1_cds_WP_054022676.1_2479",NA,"ABFT21_RS12520","nickel-dependent hydrogenase large subunit","WP_054022676.1"
"lcl_NZ_CP166677.1_cds_WP_082368690.1_2480","nikR","ABFT21_RS12525","nickel-responsive transcriptional regulator NikR","WP_082368690.1"
"lcl_NZ_CP166677.1_cds_WP_197284794.1_2481",NA,"ABFT21_RS12530","TonB-dependent receptor","WP_197284794.1"
"lcl_NZ_CP166677.1_cds_WP_054022678.1_2482",NA,"ABFT21_RS12535","DUF4198 domain-containing protein","WP_054022678.1"
"lcl_NZ_CP166677.1_cds_WP_054022685.1_2483",NA,"ABFT21_RS12540","hypothetical protein","WP_054022685.1"
"lcl_NZ_CP166677.1_cds_WP_054022686.1_2484",NA,"ABFT21_RS12545","energy-coupling factor ABC transporter permease","WP_054022686.1"
"lcl_NZ_CP166677.1_cds_WP_231638272.1_2485",NA,"ABFT21_RS12550","energy-coupling factor transporter transmembrane component T family protein","WP_231638272.1"
"lcl_NZ_CP166677.1_cds_WP_054022679.1_2486",NA,"ABFT21_RS12555","energy-coupling factor ABC transporter ATP-binding protein","WP_054022679.1"
"lcl_NZ_CP166677.1_cds_WP_480339109.1_2487",NA,"ABFT21_RS12560","sensor histidine kinase","WP_480339109.1"
"lcl_NZ_CP166677.1_cds_WP_054022681.1_2488",NA,"ABFT21_RS12565","CaiB/BaiF CoA transferase family protein","WP_054022681.1"
"lcl_NZ_CP166677.1_cds_WP_054021337.1_2489",NA,"ABFT21_RS12570","OmpA family protein","WP_054021337.1"
"lcl_NZ_CP166677.1_cds_WP_054021338.1_2490","gntR","ABFT21_RS12575","HTH-type transcriptional regulator GntR","WP_054021338.1"
"lcl_NZ_CP166677.1_cds_WP_054021339.1_2491",NA,"ABFT21_RS12580","gluconokinase","WP_054021339.1"
"lcl_NZ_CP166677.1_cds_WP_054021340.1_2492",NA,"ABFT21_RS12585","TRAP transporter small permease subunit","WP_054021340.1"
"lcl_NZ_CP166677.1_cds_WP_054021341.1_2493",NA,"ABFT21_RS12590","TRAP transporter large permease subunit","WP_054021341.1"
"lcl_NZ_CP166677.1_cds_WP_054021342.1_2494",NA,"ABFT21_RS12595","TRAP transporter substrate-binding protein","WP_054021342.1"
"lcl_NZ_CP166677.1_cds_WP_054021343.1_2495",NA,"ABFT21_RS12600","polyhydroxyalkanoate depolymerase","WP_054021343.1"
"lcl_NZ_CP166677.1_cds_WP_082368452.1_2496",NA,"ABFT21_RS12605","glutathione S-transferase family protein","WP_082368452.1"
"lcl_NZ_CP166677.1_cds_WP_054021344.1_2497",NA,"ABFT21_RS12610","cupin domain-containing protein","WP_054021344.1"
"lcl_NZ_CP166677.1_cds_WP_054021345.1_2498",NA,"ABFT21_RS12615","TIGR04255 family protein","WP_054021345.1"
"lcl_NZ_CP166677.1_cds_WP_157549091.1_2499",NA,"ABFT21_RS12620","hypothetical protein","WP_157549091.1"
"lcl_NZ_CP166677.1_cds_WP_054021346.1_2500",NA,"ABFT21_RS12625","hypothetical protein","WP_054021346.1"
"lcl_NZ_CP166677.1_cds_WP_157549095.1_2501",NA,"ABFT21_RS12630","hypothetical protein","WP_157549095.1"
"lcl_NZ_CP166677.1_cds_WP_054021347.1_2502",NA,"ABFT21_RS12635","TldD/PmbA family protein","WP_054021347.1"
"lcl_NZ_CP166677.1_cds_WP_054021348.1_2503",NA,"ABFT21_RS12640","TldD/PmbA family protein","WP_054021348.1"
"lcl_NZ_CP166677.1_cds_WP_054021349.1_2504",NA,"ABFT21_RS12645","serine/threonine protein kinase","WP_054021349.1"
"lcl_NZ_CP166677.1_cds_WP_054021350.1_2505",NA,"ABFT21_RS12650","alpha/beta fold hydrolase","WP_054021350.1"
"lcl_NZ_CP166677.1_cds_WP_054021351.1_2506",NA,"ABFT21_RS12655","alpha/beta hydrolase family protein","WP_054021351.1"
"lcl_NZ_CP166677.1_cds_WP_054021352.1_2507",NA,"ABFT21_RS12660","hypothetical protein","WP_054021352.1"
"lcl_NZ_CP166677.1_cds_WP_054021353.1_2508",NA,"ABFT21_RS12665","aldo/keto reductase","WP_054021353.1"
"lcl_NZ_CP166677.1_cds_WP_197284701.1_2509",NA,"ABFT21_RS12670","hypothetical protein","WP_197284701.1"
"lcl_NZ_CP166677.1_cds_WP_157549097.1_2510",NA,"ABFT21_RS12675","hypothetical protein","WP_157549097.1"
"lcl_NZ_CP166677.1_cds_WP_054021356.1_2511",NA,"ABFT21_RS12680","L-serine ammonia-lyase","WP_054021356.1"
"lcl_NZ_CP166677.1_cds_WP_054021357.1_2512","gcvP","ABFT21_RS12685","aminomethyl-transferring glycine dehydrogenase","WP_054021357.1"
"lcl_NZ_CP166677.1_cds_WP_054021358.1_2513","gcvH","ABFT21_RS12690","glycine cleavage system protein GcvH","WP_054021358.1"
